alpha_mean,alpha_std,alpha_range,alpha_missing_ratio,alpha_autocorr_lag1,alpha_autocorr_lag2,alpha_peak_count,alpha_ls_dominant_period,alpha_ls_max_power,alpha_ls_band_power,alpha_sin_amplitude,alpha_sin_freq,alpha_sin_phase,cdc15_mean,cdc15_std,cdc15_range,cdc15_missing_ratio,cdc15_autocorr_lag1,cdc15_autocorr_lag2,cdc15_peak_count,cdc15_ls_dominant_period,cdc15_ls_max_power,cdc15_ls_band_power,cdc15_sin_amplitude,cdc15_sin_freq,cdc15_sin_phase,cdc28_mean,cdc28_std,cdc28_range,cdc28_missing_ratio,cdc28_autocorr_lag1,cdc28_autocorr_lag2,cdc28_peak_count,cdc28_ls_dominant_period,cdc28_ls_max_power,cdc28_ls_band_power,cdc28_sin_amplitude,cdc28_sin_freq,cdc28_sin_phase,elu_mean,elu_std,elu_range,elu_missing_ratio,elu_autocorr_lag1,elu_autocorr_lag2,elu_peak_count,elu_ls_dominant_period,elu_ls_max_power,elu_ls_band_power,elu_sin_amplitude,elu_sin_freq,elu_sin_phase,cross_autocorr_lag1_mean,cross_autocorr_lag1_std,cross_autocorr_lag1_min,cross_autocorr_lag2_mean,cross_autocorr_lag2_std,cross_autocorr_lag2_min,cross_ls_band_power_mean,cross_ls_band_power_std,cross_ls_band_power_min,cross_ls_max_power_mean,cross_ls_max_power_std,cross_ls_max_power_min,cross_std_mean,cross_std_std,cross_std_min,n_experiments_high_autocorr,label,ORF
-0.0005555555555555,0.2002074541353493,0.96,0.0,-0.2152485615866571,0.4739029560508375,8,14.233668341708542,0.4373411909875825,10.338729177555209,0.0791357025185825,0.0131602888907245,4.44096697155251e-26,-0.0008333333333333,0.3014674756733948,1.39,0.0,0.1439028705798443,-0.1482084195783597,8,65.62814070351757,0.2412710649106896,5.113981216658289,0.0902456698812797,0.0031762590649895,5.2069693535908266e-15,0.000625,0.1743727598422414,0.62,0.0588235294117647,0.2245601404873236,-0.1766934057261593,4,77.03517587939697,0.3877206422628936,12.259981187918276,0.150922322111472,0.0121483076744743,3.126118841236637e-17,-7.930164461608259e-18,0.4394151957837988,1.52,0.0,0.5733489190361223,0.5432758649977892,3,553.2160804020101,0.6891333683014379,1.6051518899088146,0.1555952268105839,0.042565891592328,1.89431962549776e-21,0.0510714831601702,0.1911738710749913,-0.2152485615866571,0.0496670435821061,0.3002054082125469,-0.1766934057261593,9.237563860710592,3.019464929263468,5.113981216658289,0.3554442993870552,0.0832353903778562,0.2412710649106896,0.2253492298836618,0.0548473540163013,0.1743727598422414,0,0,YFR051C
-0.0011111111111111,0.207039687255283,0.6499999999999999,0.0,-0.7583387207033241,0.8157030768792505,8,14.233668341708542,0.7914962449225782,2.920366714214007,0.0274025785636032,0.01277201562014,5.781375052931106e-28,-6.938893903907228e-18,0.2212626106172094,0.77,0.4166666666666667,0.8416879622583279,0.4570185956909889,3,415.8793969849246,0.7517513152234262,2.9481663520309764,0.1945597718067306,0.0016666666666666,9.6186237657053e-32,-0.000625,0.3334754254439148,1.48,0.0588235294117647,0.1431310079879219,-0.2123342739649562,2,64.321608040201,0.3944546453051169,11.362894825420458,0.1536983085498548,0.0056145323980938,3.369426990945885,-0.0007142857142857,0.1668816640494646,0.71,0.0,0.4180572378235113,-0.0670935127697753,4,385.6281407035176,0.4690672319200787,2.048443768701803,0.1610935988800992,0.0030557677051965,0.777272028696925,0.0754934165143085,0.6549567310810591,-0.7583387207033241,0.3534624662017609,0.4260345077172239,-0.2123342739649562,5.743809297221813,3.9733096896562414,2.920366714214007,0.6459007351503737,0.1785380761127242,0.3944546453051169,0.2539259077721357,0.0565489004231401,0.207039687255283,1,0,YER177W
0.0005882352941176,0.3309428702827777,1.48,0.0555555555555555,-0.3892080032803499,0.3639763458196733,5,15.08040201005025,0.3998475071214165,5.89010967648932,1.3880296734510722,0.0016666666666695,0.8382937938187098,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00125,0.2953361432334349,0.99,0.0588235294117647,0.3147518925494766,-0.0945374161137878,4,80.50251256281406,0.4436133801828145,15.437328134312168,0.0683071518899608,0.0080352744375855,2.776395394459968e-11,0.0007142857142857,0.2019711537293767,0.8500000000000001,0.0,-0.2605775260173865,0.3842481750321578,4,73.5678391959799,0.478111811313552,3.7711721139475,0.0480867325182454,0.0034904381167533,2.457826839276201e-18,-0.0248187035769577,0.2879257540519959,-0.3892080032803499,0.0898129765686285,0.1976672212595054,-0.0945374161137878,7.109145936933829,6.360938716615936,0.0,0.2811536291014103,0.1996069225233711,0.0,0.2087596711720708,0.1483293856786194,0.0,1,0,YDL217C
-0.000625,0.1895873397012574,0.62,0.1111111111111111,-0.2246509694465073,0.2499022951831654,6,13.386934673366834,0.4635165484407653,7.744977767152552,0.0899599587499008,0.0166984834610668,5.929536201718915e-17,-4.625929269271485e-18,0.3823719829345938,1.91,0.0,0.2463990028390897,-0.113279093693361,4,92.41206030150752,0.4348151359763476,7.230861193056724,0.1606486783414485,0.0030657431331698,3.719865677650062,0.001875,0.397055077256292,1.33,0.0588235294117647,0.4521265040774257,-0.2556871653098397,4,80.50251256281406,0.7173782566049601,23.538821930804847,0.4673044858516776,0.0117900913518059,1.1019763407270873e-19,0.0007142857142857,0.2483219191094577,0.95,0.0,-0.1789841750451215,-0.3232761944935413,4,122.68844221105527,0.3304713169935934,3.6990447230324888,0.1899911986688524,0.0049702582248566,3.935147696560183e-21,0.1579581791566693,0.2832822757575656,-0.2246509694465073,-0.0396879879400117,0.21286445417198,-0.2556871653098397,12.838220297004709,7.5693784622387,7.230861193056724,0.538569980340691,0.1269783249608965,0.4348151359763476,0.3230047999640477,0.0945306382147957,0.1895873397012574,1,0,YLR386W
1.2335811384723961e-17,0.9134732252963594,3.34,0.0,0.7752799170151354,0.3961813972541383,2,69.2713567839196,0.7458536698408014,33.94478627788979,2.899165023235136,0.0016666666666666,0.4750920119924415,0.0004166666666666,0.8360297002632276,3.09,0.0,0.7731879169817161,0.358258741235853,2,121.25628140703516,0.8468131239286504,9.33874368934515,0.1555517408039633,0.0049617374429724,2.866530388772439e-13,0.00125,0.797408889779892,2.66,0.0588235294117647,0.8600056935751612,0.668979822161261,3,240.0,0.5830315540555346,15.996810608434169,2.440310868716022,0.0016666666666666,0.1628649811587019,0.0007142857142857,0.7805352036145664,2.09,0.0,0.9294410338022556,0.8060122883511174,2,501.2060301507538,0.9341617350050192,0.2262602261489016,0.9911553427650988,0.0019863238898065,3.7044522832021656,0.8028245091906708,0.0404422221755495,0.7731879169817161,0.4744733202170841,0.1384054826317473,0.358258741235853,19.76011352522304,10.391861225656411,9.33874368934515,0.7252327826083288,0.1086710476434029,0.5830315540555346,0.8489706051131597,0.0482585588848999,0.797408889779892,3,1,YNL058C
0.0011111111111111,0.2162274750989206,0.7,0.0,0.3909801206758738,-0.0006617202421458,5,61.65075376884422,0.6673075350904867,26.255303142475427,0.2527326153933731,0.0162718370822434,0.46055940328212,0.0005555555555555,0.6396480996282445,2.26,0.25,0.0862546798867135,-0.2171409339020327,6,47.08542713567839,0.3631020423213606,2.966291973523845,0.8684050260859705,0.0016666666666666,1.3439521165263752e-28,-6.938893903907228e-18,0.3791437722025775,1.49,0.0588235294117647,0.5273444288034024,0.3760600841820014,2,157.9396984924623,0.5821990063173164,11.841081894030657,0.425077725029561,0.0063776145269391,3.469115735945864,0.0007142857142857,0.3489466657101111,1.13,0.0,0.5729886164859649,0.15011670381119,2,402.9648241206031,0.6034371003212968,0.8515753262372773,0.3844634729843337,0.002535855593932,2.384462596816124,0.3348597431219965,0.1843948015038009,0.0862546798867135,0.0527524766792742,0.2451008898236993,-0.2171409339020327,13.68755900334331,9.596930710503214,2.966291973523845,0.5375361945763879,0.128143982879106,0.3631020423213606,0.4116731156432475,0.1743843933340203,0.2162274750989206,2,0,YMR261C
-5.589664533703045e-18,0.1765408356915381,0.6499999999999999,0.0,-0.1400642940251139,-0.0605501596343173,5,17.620603015075375,0.4560017906215571,7.367926418161398,0.0666112514589608,0.0072208542091765,0.2138368397994411,0.0,0.5119570294468082,2.0,0.0,0.3481431723704585,0.4261828846048058,7,20.30150753768844,0.3282129456866103,2.4103318022062266,0.3873040346864212,0.0027579477029657,2.2361842549990835e-09,1.3061447348531253e-17,0.3806032363622408,1.43,0.0,0.5529415448750337,0.1792722608868209,3,107.0854271356784,0.5514624836734326,19.683216938347183,0.6211959067533291,0.0028735724676963,3.530885340035089e-11,-0.0007142857142857,0.4476999040446989,2.03,0.0,0.2300044245726838,0.411322022357502,2,585.0,0.4235747452161499,3.203802970221304,0.4567283542666808,0.0016666666666666,1.8382841478414764,0.2536734744067928,0.2906976276275562,-0.1400642940251139,0.1816349952857698,0.1987149566153338,-0.0605501596343173,9.8204917195716,7.261746697585496,2.4103318022062266,0.4452257399938666,0.0914592131432743,0.3282129456866103,0.356367033833529,0.1380013306531927,0.1765408356915381,2,0,YHL008C
-0.0011111111111111,0.1599614151006037,0.61,0.0,-0.5176683521212146,-0.0129880168468823,6,11.693467336683415,0.5533027311913843,1.963602752487999,0.0262886231570482,0.0147670277619067,3.639126452551443e-15,0.0,0.4534589286804263,1.66,0.0,0.5992070884129007,0.3450878903521585,7,20.30150753768844,0.4122161149266887,3.5615387937185585,0.8943182806008396,0.0016666666666769,2.7543712319865223,0.0011764705882352,0.6411284385678773,2.51,0.0,0.770983815279306,0.719735738888506,5,240.0,0.7175368002725346,6.725197974613055,0.410748775339788,0.0103640797249913,7.694827532130616e-15,-1.1895246692412392e-17,0.2680351789277989,1.06,0.0,0.6039155470249521,0.2392708033747364,3,408.74371859296485,0.6896944662351254,1.7169087282017057,0.3191450798091118,0.0024491864597574,0.3175337785160292,0.2841741838569974,0.5713086733405515,-0.5176683521212146,0.3506118707979274,0.2991587218904786,-0.0129880168468823,4.083446506939871,1.978633873944506,1.963602752487999,0.5610185487968692,0.1247659959177048,0.4122161149266887,0.4181829274496357,0.1980130017872816,0.1599614151006037,2,0,YER096W
-6.167905692361981e-18,0.2608958923913266,0.8300000000000001,0.0,0.4253542253326636,0.1535529968357755,5,86.20603015075376,0.4004248799895167,28.04943789086511,2.1675025350748265,0.0016666666666666,0.9227872570152224,0.0004166666666666,0.2845973642221976,1.02,0.0,0.5188022256928518,-0.0053725887305341,4,131.5577889447236,0.5583682014638506,4.869580124169566,0.1497344010972995,0.0055143960058032,4.742338228064226e-24,-0.00125,0.4826214225456637,1.69,0.0588235294117647,0.659942167626292,0.3688158259201953,4,240.0,0.4626868243060023,12.958834441523011,0.0227545974598921,0.0083830088243729,4.486118034657385e-13,3.9650822308041295e-18,0.2577096927053496,0.91,0.0,0.3526757312184759,0.1220470290241575,2,440.5276381909548,0.5105171903658904,3.03156305704838,0.2550449261312718,0.0022497837240166,0.0230739028980132,0.5346995395506025,0.0964275863305674,0.4253542253326636,0.1723320780084789,0.1533378249312603,-0.0053725887305341,15.29261748551923,9.605948122331707,4.869580124169566,0.4738266352531231,0.0649594475578899,0.4004248799895167,0.3427048930530627,0.0994079686969404,0.2608958923913266,3,1,YKL183W
0.0011111111111111,0.1710389458212787,0.69,0.0,-0.2829103804271323,0.2156807561246503,7,15.08040201005025,0.4311541707852647,6.455034416428858,0.0665690045469322,0.0045698459311439,2.314824412379633e-18,0.0008695652173913,0.266195629982068,1.14,0.0416666666666666,0.0560618148171499,-0.0993580718167143,9,40.55276381909548,0.2162997570717821,3.848126428608174,0.1161380617594779,0.0060813679429543,0.0003958887114589,0.0006249999999999,0.2924565940015714,1.21,0.0588235294117647,0.0003165278355549,0.0809261682757508,5,105.92964824120602,0.3232396663095392,11.370414897786736,0.2184743646930387,0.041485979944005,3.1209078196882887,0.0,0.2456769074559976,0.86,0.0,-0.3522822084716706,0.1888147530072703,4,21.55778894472362,0.5800908654103756,4.528668538196606,0.1571599089932938,0.0026875772941829,4.56630267318166e-19,-0.0755106792581425,0.1484090322698381,-0.2829103804271323,0.0657496175278956,0.1290609973284437,-0.0993580718167143,7.224525247607922,3.1187917594089405,3.848126428608174,0.323564531388862,0.0877142478963401,0.2162997570717821,0.2432303899349727,0.0521607324221574,0.1710389458212787,0,0,YAL043C
