ORF,cdc15_mean,cdc15_std,cdc15_range,cdc15_missing_ratio,cdc15_autocorr_lag1,cdc15_autocorr_lag2,cdc15_peak_count,cdc15_ls_dominant_period,cdc15_ls_max_power,cdc15_ls_band_power,cdc15_sin_amplitude,cdc15_sin_freq,cdc15_sin_phase
YAL001C,2.3129646346357427e-18,0.26871608313112433,1.03,0.0,0.2230639517330385,0.1459788602153416,8,90.35175879396984,0.3154239317404378,6.44413099046554,0.1426538283355787,0.0038536041697541505,3.0688142055433034
YAL002W,-9.25185853854297e-18,0.4066666666666666,1.27,0.25,-0.5687094400833933,0.5630958722836613,8,20.452261306532662,0.6985949053196651,1.9500679707711885,0.03983887933975174,0.00946974662632149,0.3684324247294246
YAL003W,4.827056628805028e-18,0.3162965037126866,1.03,0.041666666666666664,0.09782418902183959,0.036785278692053065,6,20.30150753768844,0.4266316002319079,2.257068586990811,0.12545999273585448,0.006107121753964612,7.256628341096808e-05
YAL004W,1.2335811384723961e-17,1.1290753345597055,3.7199999999999998,0.25,0.4967159140505035,0.9028054728680254,8,260.85427135678395,0.6576139347732104,4.334359274261347,0.6349113689266933,0.00948884443502159,0.5629669180826119
YAL005C,2.896233977283017e-17,1.26947781116626,3.9899999999999998,0.041666666666666664,0.7874316889687313,0.8750621336176133,7,349.94974874371854,0.8215844459366131,0.9081731560238685,1.5532608004186519,0.0027814555479875394,3.3639545286445456
YAL007C,0.0005555555555555653,0.37952414975454934,1.58,0.25,0.07813319697173177,0.25665059721643274,5,118.44221105527639,0.38002549180992945,12.01073109332934,0.3005672989405204,0.006883957436073499,2.5971973766322386e-16
YAL008W,0.0004347826086956468,0.40196774974324545,1.5499999999999998,0.041666666666666664,-0.2819179624705229,0.41651113014865815,8,20.30150753768844,0.5157250291995841,1.7773399831410177,0.23916443883917493,0.0035500712594456244,3.0225346160596205
YAL009W,0.00043478260869564894,0.33056576351395106,1.77,0.041666666666666664,-0.01610777600017045,0.10464322988325456,7,147.48743718592965,0.2082932454332522,3.687655562869157,0.16389869942155827,0.004902208898478949,1.641349242677277e-17
YAL010C,-9.654113257610057e-18,0.40443196880477233,1.29,0.041666666666666664,-0.1767153721192075,0.15545544045091386,8,20.30150753768844,0.5321099680797602,2.585311830041958,0.09401950466208565,0.0060160588213911004,0.04460340721714618
YAL011W,0.0,0.25869329759818327,1.03,0.25,-0.3124178193070898,0.1769994433603773,6,20.452261306532662,0.41629581951467215,4.469660344032405,0.04948239337579766,0.009102278027205497,2.0524524167010307e-10
