ORF,cdc28_mean,cdc28_std,cdc28_range,cdc28_missing_ratio,cdc28_autocorr_lag1,cdc28_autocorr_lag2,cdc28_peak_count,cdc28_ls_dominant_period,cdc28_ls_max_power,cdc28_ls_band_power,cdc28_sin_amplitude,cdc28_sin_freq,cdc28_sin_phase
YAL001C,1.6326809185664067e-18,0.3975365318026094,1.62,0.0,0.5373365616981763,0.23741361400415292,3,176.4321608040201,0.5032285704329067,7.53143387941112,0.18342647750413013,0.010719296369059786,6.757105318632944e-08
YAL002W,1.734723475976807e-18,0.386797750769055,1.6,0.058823529411764705,0.19458882344860323,-0.25136982303632777,5,37.73869346733668,0.28487542140944044,11.913380317866912,0.30534603005241495,0.009500536727378977,2.5097259900920847
YAL003W,0.0005882352941176868,0.8631302170740504,3.88,0.0,-0.351768007294663,0.29856056630480377,6,23.86934673366834,0.4847523489395911,6.920988218163554,0.4323557181097585,0.008192847091799035,7.381469216377435e-13
YAL004W,0.0006666666666666666,0.7020015827775762,2.82,0.11764705882352941,0.5734254623604034,0.5685806092502024,4,182.8643216080402,0.5675476247327148,13.983427944958704,5.263308258831582,0.0016666666666891089,3.7971264900029587
YAL005C,-0.0006249999999999867,0.822712501044563,2.54,0.058823529411764705,0.6437725099593589,0.7033259603052393,6,205.32663316582912,0.7076375647815251,9.018814189044802,5.038919317890452,0.0016666666666667405,3.668557992123292
YAL007C,0.0012499999999999872,0.34915746805703585,1.25,0.058823529411764705,-0.2463278985315143,-0.23174054059941301,6,37.73869346733668,0.4135424080684322,5.938714138255317,0.1906443522933729,0.011530825140098636,4.917196864812553e-19
YAL008W,-1.6851599480917553e-17,0.6270110502557807,2.06,0.17647058823529413,0.44226662754539575,0.3753351105956738,4,103.46733668341707,0.47858830741651576,20.42720105810444,0.6272207222930917,0.009594758022873923,1.0622649352366473
YAL009W,3.469446951953614e-18,0.42340878592679204,1.37,0.058823529411764705,-0.1506201491675072,0.5279248414624496,4,20.402010050251256,0.3279692800835684,5.490955377371108,0.22102177397093425,0.01669260995587417,2.3305958231437844
YAL010C,-0.0006250000000000075,0.33112438656039817,1.5499999999999998,0.058823529411764705,0.04613728160660333,-0.2534522409265658,4,70.10050251256281,0.33194486678951335,10.166308528776325,0.18749448321588752,0.006444255904978483,2.612841405608253
YAL011W,0.000666666666666671,0.39116009794229045,1.35,0.11764705882352941,-0.10024862378829437,0.3363333909916393,5,24.07035175879397,0.39067462209290654,9.848604537850015,0.5729252994987026,0.0023962759864358386,4.145817823433604e-20
YAL012W,0.0006249999999999867,0.33923569885110855,1.24,0.058823529411764705,-0.4409825879495374,0.17347215127730503,5,25.025125628140703,0.5704956615702864,6.096210284992378,0.07033887883258633,0.006477133570594888,2.378800552503291e-24
YAL013W,0.0,0.436033255612459,1.49,0.058823529411764705,-0.1494734354720813,0.29574949934467254,4,25.025125628140703,0.4224987379208053,6.923681742863819,4.617563861008811e-23,0.005429572277950684,1.5586058950341213
YAL014C,-3.469446951953614e-18,0.2822233158334017,1.38,0.058823529411764705,0.07777419302473865,0.12926446490557122,4,95.52763819095476,0.40783388188969805,15.347842281137634,0.27528128934884266,0.010374744931788814,2.4372798201885377
YAL015C,0.001250000000000008,0.24750946951581468,0.96,0.058823529411764705,-0.14527917843078256,0.07781105845231968,5,25.025125628140703,0.4170887511203632,13.998907026489544,0.21425948639463968,0.011148271982769934,1.8982715597622628
YAL016W,3.7007434154171884e-18,0.26140645235596865,1.07,0.11764705882352941,-0.24032786193556754,-0.26149450116049944,5,26.180904522613062,0.47774143596241636,3.124736277717642,0.04863163833704301,0.01673659698658044,9.641752289682813e-20
YAL017W,0.0013333333333333456,0.5414039362825341,1.79,0.11764705882352941,0.5920800552411215,0.3757113138002756,3,208.79396984924622,0.5220084111707268,9.595660722878318,4.907809566392855e-12,0.011380161050450564,1.6643140235772282e-06
YAL018C,-1.6326809185664067e-18,0.46984352839692345,2.0,0.0,0.1448551490030243,0.2739397421333665,4,200.70351758793967,0.31713987238165353,8.258473214491753,0.33841773917840956,0.007679352140300152,1.3682534465731642
YAL019W,0.0006250000000000006,0.30305669333476204,1.19,0.058823529411764705,-0.013180063653265848,0.4691770660145097,5,226.13065326633165,0.3198232616798852,5.715638131750953,0.1437592739508107,0.01052767129580445,1.5706317110697618
YAL020C,0.000588235294117641,0.35736734417839733,1.69,0.0,-0.3141012590341884,0.359236900057261,6,22.713567839195978,0.41806524295031866,6.656117621175022,0.22444019399560475,0.011450105336611335,1.044886502660548
YAL021C,-0.001249999999999996,0.22904352752260868,0.9199999999999999,0.058823529411764705,-0.3623477703126732,0.36485329790208115,5,25.025125628140703,0.3168110435793015,3.1056773341146506,0.06088522124230219,0.011273475554380503,0.003277868059699086
YAL022C,-0.0018750000000000017,0.6041649066066317,1.7000000000000002,0.058823529411764705,0.6950041951518482,0.3399458869424205,3,94.3718592964824,0.45363670442837895,17.140529385226454,1.2756998859847122,0.0016666666666670083,4.353897457291032e-24
YAL023C,0.0006250000000000006,0.3007795860343584,1.13,0.058823529411764705,-0.05596262163600927,-0.36765378749894284,5,13.467336683417084,0.4252188766344996,10.440756789569829,0.218764162077976,0.010699986509491385,4.285527975117214e-14
YAL024C,-0.0012500000000000011,0.40834842659180165,1.3199999999999998,0.058823529411764705,0.6819791079025118,0.23718954047418953,4,189.14572864321607,0.5823714990518558,10.768627454892593,0.16888316283350766,0.010848793637556612,4.847901241309922e-13
YAL025C,-0.0006250000000000075,0.38812801931192753,1.6099999999999999,0.058823529411764705,-0.15775929650743617,-0.170354655408657,5,25.025125628140703,0.4428886026151947,4.8839980381700565,0.2472385545265697,0.006012612551548075,5.4175691697161885e-24
YAL026C,0.0006666666666666608,0.27164846564795625,1.05,0.11764705882352941,-0.040451499224624266,-0.035793212191140136,4,192.61306532663315,0.3415181636599539,4.682687399455511,1.2829063003409225,0.001666666666666667,0.5951671637422709
YAL027W,0.0,0.29055980451535274,1.06,0.058823529411764705,-0.34543831592888935,-0.1263798528190589,4,20.402010050251256,0.37946286288499326,6.259780114448139,3.4672425983392216e-17,0.006087184555487123,0.0004620865751110179
YAL028W,-1.3877787807814457e-17,0.5891201065996644,2.5,0.058823529411764705,0.3746982495522615,-0.19093045601314898,5,66.18090452261306,0.33545614035548904,10.57385021282591,3.446370185023568,0.001666666666666667,0.55111240548272
YAL029C,0.0006250000000000075,0.26789617275168376,0.8300000000000001,0.058823529411764705,0.04703037585777478,0.17671196635823558,5,218.0402010050251,0.3022923113381252,7.352508787992933,0.44104270485451924,0.001874558013825971,3.426214597586197e-15
YAL030W,-1.734723475976807e-18,0.40317490001238915,1.6099999999999999,0.058823529411764705,0.0045858949821465204,0.22354522850281547,6,159.09547738693465,0.38981413724633174,4.056973973746111,0.3853549430537712,0.006287829863395882,3.2248355035569354
YAL031C,-0.0006250000000000006,0.2744419052823384,1.03,0.058823529411764705,-0.029319637995809653,0.22963310658343866,4,211.10552763819095,0.3186747520335586,3.9139097881437244,3.7444190066119925,0.04990549836281399,0.06592358947837156
YAL032C,0.0005882352941176558,0.3060655559965447,0.95,0.0,0.3290409248246231,0.3146721888530129,5,115.17587939698491,0.564086658614007,15.36519876266555,0.5298644258017609,0.0028374675328506713,8.448449981184663e-15
YAL033W,-0.0006249999999999936,0.2663050119224195,0.9199999999999999,0.058823529411764705,-0.2483922221882954,-0.016529315209218663,6,16.93467336683417,0.4686374418683417,7.602755522764435,0.14190718784571255,0.007166600893029422,2.1935853344214813e-25
YAL034C,0.0,0.34267116804856035,1.48,0.0,0.1757587405636297,0.030636062217552794,3,71.25628140703517,0.34010001381376237,7.345135053732496,1.521276899588119,0.0016666666666667273,0.9014726901617581
YAL035C-A,1.959217102279688e-17,0.4877077234670492,1.97,0.0,0.27746851317819876,-0.10798097863556838,4,79.3467336683417,0.4869595923554633,14.609901986473876,0.42468252624439273,0.011441242816109995,1.7683857293526288e-34
YAL035W,-0.0018750000000000051,0.34476837786403786,1.46,0.058823529411764705,-0.3326788210024889,-0.4217964569124367,5,25.025125628140703,0.5109422401273424,2.513068645951596,0.1320841639813182,0.01695959138540084,1.3973343153384007e-26
YAL036C,1.4224732503009817e-17,0.29019533651203516,1.13,0.11764705882352941,-0.40447586141741226,0.11259073034377083,4,23.86934673366834,0.5162302612897647,4.167107658986963,0.14481595431587518,0.004451696677093863,1.350277716484607
YAL037W,-0.000588235294117641,0.4175202790176825,2.0300000000000002,0.0,-0.009778519781877486,0.3318278591214726,5,20.402010050251256,0.39677902346053195,8.048577227180639,0.30940297987602045,0.008526550326625337,1.0622001836691453
YAL038W,-0.0006250000000000144,0.8128689066356272,3.45,0.058823529411764705,-0.24588541340262018,0.2910891178345487,5,23.86934673366834,0.4140833871510526,10.301411453076893,0.7095375180315326,0.008281918939990819,1.961411248090255e-23
YAL039C,0.0018750000000000017,0.39056399523637614,1.5,0.058823529411764705,0.13870682793837555,-0.02659786423195585,4,93.21608040201005,0.5584968915951143,18.664593720798607,0.43393157245225106,0.010765722087758452,1.9015944807363867
YAL040C,-0.0006249999999999797,0.45758153303537064,1.9900000000000002,0.058823529411764705,0.15006688927049158,0.18917137328948933,4,104.77386934673366,0.29880962986430015,11.859431508721176,0.6529067151511655,0.002544195043075319,2.6141387053073387e-14
YAL041W,-0.0012499999999999734,0.2962236275181303,1.04,0.058823529411764705,-0.02234644201434098,0.09608044646308148,4,26.180904522613062,0.35492132543696214,7.65334082116739,0.46986409663137313,0.00271977176735391,6.307479122806748e-18
YAL042W,0.0006250000000000006,0.3034276839297957,1.48,0.058823529411764705,-0.4114640704116179,0.2060716687731633,5,16.93467336683417,0.5413345291777067,7.3782125896289665,0.19059226212752173,0.01388345570491255,0.0024020592201832525
YAL043C,0.0006249999999999971,0.2924565940015714,1.21,0.058823529411764705,0.000316527835554963,0.08092616827575083,5,105.92964824120602,0.3232396663095392,11.370414897786736,0.2184743646930387,0.041485979944005,3.1209078196882887
YAL043C-A,-1.734723475976807e-18,0.31861026348816823,1.5,0.058823529411764705,-0.11701166542288927,-0.14220633676086505,3,25.025125628140703,0.2427908923079088,8.0816664376568,0.23339553352884357,0.009624268056658319,2.627479262770792
YAL044C,-1.3877787807814457e-17,0.6008639613090471,2.08,0.058823529411764705,0.4868284894604962,0.4851365638198847,5,196.08040201005022,0.5638957354981837,7.442467894260922,0.6242256761663858,0.0049002439918861265,3.512856813337121
YAL045C,-6.938893903907228e-18,0.2355047770216137,0.9299999999999999,0.058823529411764705,0.1908869153608142,0.13439784808080993,4,85.12562814070351,0.5407315420940529,21.53427527375403,0.2528809434086734,0.011912097963403406,0.9373669256476952
YAL046C,6.938893903907228e-18,0.24801713650471816,1.1800000000000002,0.058823529411764705,-0.15894582464231305,0.09619621518977384,5,16.93467336683417,0.45038743707505763,12.978154235911513,0.22275598677962025,0.010785273716011241,2.059191594958903
YAL047C,6.938893903907228e-18,0.22130295976330727,0.81,0.058823529411764705,-0.12729755259814418,-0.21369898388397376,5,13.467336683417084,0.2835951693664302,7.196486574751566,0.10748234303657757,0.008063724358304032,1.5595780087279145
YAL048C,-0.0018750000000000017,0.5919904850375554,2.68,0.058823529411764705,0.4644457642625028,-0.19863708922981904,3,67.26130653266331,0.33483067047166065,10.44275847692347,0.2586922834159809,0.011499976835002564,7.37772580635745e-08
YAL049C,-6.938893903907228e-18,0.37210549579386754,1.3399999999999999,0.058823529411764705,0.1639122256570174,0.4935689559053975,5,142.9145728643216,0.464369304791668,12.460590128071546,0.3813270459667851,0.007014069404989679,2.5440621380729573
